,timestamp,currentLocation,participantId,currentMode,hungerStatus,sleepStatus,apartmentId,availableBalance,jobId,financialStatus,dailyFoodBudget,weeklyExtraBudget
1170059,2022-03-05T00:25:00Z,POINT (-218.9133056791927 3871.411331292467),508,AtRecreation,BecomingHungry,Awake,557.0,535.8223678362086,857,Stable,20,397.86782539746935
1170225,2022-03-05T00:25:00Z,POINT (974.9429157572637 3991.109283149604),688,AtRecreation,BecomingHungry,PrepareToSleep,1024.0,1364.490915031946,739,Stable,16,301.82468768562546
1170266,2022-03-05T00:25:00Z,POINT (-3782.5998189464003 6379.473647452343),729,AtRecreation,BecameFull,Awake,1086.0,1667.482246880333,799,Stable,16,304.0871060499174
1170340,2022-03-05T00:25:00Z,POINT (-3794.2165161434564 6366.746738203269),809,AtRecreation,JustAte,PrepareToSleep,1428.0,987.2566188557762,1182,Stable,16,227.78398942911275
1170370,2022-03-05T00:25:00Z,POINT (-255.8511549786702 5013.337229527432),840,AtRecreation,BecameFull,PrepareToSleep,1616.0,1191.8351000071232,1246,Stable,16,453.8060656108346
1170611,2022-03-05T00:30:00Z,POINT (-1537.3272846709422 3829.1127328423568),78,AtRecreation,JustAte,PrepareToSleep,641.0,5095.914803334609,466,Stable,12,2004.3759999839565
1170685,2022-03-05T00:30:00Z,POINT (508.1051657951509 1622.8592866520491),153,AtRestaurant,Starving,PrepareToSleep,152.0,841.7827050981579,119,Stable,20,475.5379289046246
1170785,2022-03-05T00:30:00Z,POINT (-1617.028232720976 3879.853369974176),253,AtRecreation,BecomingHungry,Awake,550.0,3395.484602035397,612,Stable,16,1357.3279980308348
1170885,2022-03-05T00:30:00Z,POINT (-229.97943818383533 3889.6099561491633),355,AtRecreation,JustAte,PrepareToSleep,819.0,1608.1540091624918,643,Stable,20,1232.5569935753583
1171201,2022-03-05T00:30:00Z,POINT (-513.7626797472775 3540.469421063461),689,AtRecreation,BecomingHungry,Awake,1082.0,2718.003603453413,902,Stable,16,697.051720288862
1171231,2022-03-05T00:30:00Z,POINT (-226.35533781542145 3863.527025535966),719,AtRecreation,BecomingHungry,Awake,972.0,1198.6265585551537,892,Stable,20,451.1193308349568
1171486,2022-03-05T00:30:00Z,POINT (-3209.290995144313 6502.467576491314),989,AtRecreation,BecomingHungry,Awake,1435.0,1254.9508571807328,1054,Stable,16,246.8050768087171
1171533,2022-03-05T00:35:00Z,POINT (778.0277764165714 933.6360054015785),25,AtRecreation,Hungry,PrepareToSleep,273.0,2182.080169605104,159,Stable,16,789.5003244286546
1171709,2022-03-05T00:35:00Z,POINT (-226.78918368434702 3864.528372501485),202,AtRecreation,BecomingHungry,PrepareToSleep,362.0,1381.5300927205617,91,Stable,20,647.7408758323257
1171976,2022-03-05T00:35:00Z,POINT (-3200.870670324991 6497.341478737733),475,AtRecreation,JustAte,Awake,1156.0,3956.374234746271,790,Stable,12,1197.6775630544807
1172067,2022-03-05T00:35:00Z,POINT (-1527.6132463117642 3824.1150451935537),571,AtRecreation,JustAte,Awake,1137.0,1104.551595192146,886,Stable,16,267.2826020385449
1172073,2022-03-05T00:35:00Z,POINT (-221.611111635322 3873.3528808800356),579,AtRecreation,BecomingHungry,PrepareToSleep,974.0,1366.2291429179263,771,Stable,20,675.3808152249248
1172434,2022-03-05T00:35:00Z,POINT (-3216.2486923608294 6479.007847192746),962,AtRecreation,BecomingHungry,Awake,1464.0,2049.733180695504,1116,Stable,20,670.2171209712897
1172453,2022-03-05T00:35:00Z,POINT (-3221.499850200707 6499.47467018199),981,AtRecreation,JustAte,Awake,1724.0,1716.475296617639,1135,Stable,16,313.06410808203304
1172472,2022-03-05T00:35:00Z,POINT (769.5372582228275 945.9141884258437),1000,AtRecreation,JustAte,PrepareToSleep,345.0,2094.148007342168,32,Stable,20,767.5980187593964
1172726,2022-03-05T00:40:00Z,POINT (1399.6362044832638 3999.4084555748773),244,AtRestaurant,Hungry,Awake,69.0,1507.3364454983632,90,Stable,20,688.1884922549464
1173208,2022-03-05T00:40:00Z,POINT (-1603.9692491019337 3880.11349118336),746,AtRecreation,BecameFull,PrepareToSleep,957.0,1553.0813382302797,1000,Stable,16,284.3219282711788
1173236,2022-03-05T00:40:00Z,POINT (-1510.6202776467512 3824.7841527511678),777,AtRecreation,JustAte,PrepareToSleep,476.0,692.8794643934157,597,Stable,12,214.88134765918693
1173619,2022-03-05T00:45:00Z,POINT (-495.60947229912864 3562.2283392283653),162,AtRecreation,BecomingHungry,PrepareToSleep,193.0,750.3932895258318,133,Stable,20,410.79887741157546
1173729,2022-03-05T00:45:00Z,POINT (-1716.3337725237423 3874.079811394945),273,AtRecreation,BecomingHungry,Awake,816.0,787.3203607608507,587,Stable,20,320.05115839232656
1173889,2022-03-05T00:45:00Z,POINT (-486.6758995447861 3552.0086342036234),438,AtRecreation,BecameFull,Awake,497.0,3604.086580461936,401,Stable,16,768.6601217484877
1173987,2022-03-05T00:45:00Z,POINT (-1510.9939590391289 3819.20860231421),537,AtRecreation,JustAte,PrepareToSleep,697.0,941.1974586134132,774,Stable,20,405.0721699839674
1173991,2022-03-05T00:45:00Z,POINT (-248.79754797761052 5040.853499286919),542,AtRecreation,BecomingHungry,PrepareToSleep,1677.0,2380.7726655507327,1190,Stable,12,784.0913161405913
1174919,2022-03-05T00:50:00Z,POINT (-494.0638413608665 3553.8648466653267),493,AtRecreation,BecameFull,PrepareToSleep,574.0,2322.1376310570304,680,Stable,16,673.8299570877266
1175314,2022-03-05T00:50:00Z,POINT (-514.9266056974827 3540.303991350211),916,AtRecreation,BecomingHungry,PrepareToSleep,709.0,2250.08231124556,558,Stable,20,978.1446249716809
1175364,2022-03-05T00:50:00Z,POINT (-270.63071807656024 5016.204175546945),967,AtRecreation,Hungry,PrepareToSleep,1661.0,1322.093379401422,1326,Stable,20,449.7056991565099
1175396,2022-03-05T00:50:00Z,POINT (-227.70949709112165 3877.2684318440924),999,AtRecreation,BecameFull,PrepareToSleep,51.0,2725.545472305141,672,Stable,12,633.1467953154208
1175664,2022-03-05T00:55:00Z,POINT (-1621.623858701491 3888.3761028747303),258,AtRecreation,BecomingHungry,PrepareToSleep,797.0,929.424676600966,491,Stable,20,393.36955695175146
1176088,2022-03-05T00:55:00Z,POINT (-258.0974094923152 5017.140495748895),701,AtRecreation,JustAte,PrepareToSleep,1013.0,1784.9772677156357,912,Stable,16,337.8115641460861
1176303,2022-03-05T00:55:00Z,POINT (-3894.6182557511593 5953.073513454886),931,AtRecreation,JustAte,PrepareToSleep,1038.0,1260.1401817944884,1298,Stable,20,448.634869184269
1176546,2022-03-05T01:00:00Z,POINT (-213.48940337424625 3883.8366623545066),164,AtRecreation,BecameFull,PrepareToSleep,263.0,2190.82342887574,18,Stable,20,1109.094055138101
1177066,2022-03-05T01:00:00Z,POINT (-216.25491236382888 3882.8777147331325),704,AtRecreation,BecomingHungry,PrepareToSleep,1273.0,1394.89457946552,752,Stable,20,480.62495514438433
1177240,2022-03-05T01:00:00Z,POINT (-266.05114724002414 5024.784706612849),890,AtRecreation,BecameFull,PrepareToSleep,1378.0,1982.72677223632,1208,Stable,20,997.8455329565936
1179007,2022-03-05T01:10:00Z,POINT (-218.74829961753144 3868.809550471769),695,AtRecreation,BecameFull,PrepareToSleep,1064.0,2943.018444806409,895,Stable,16,723.6986343526212
1180451,2022-03-05T01:20:00Z,POINT (-233.9539011956739 3871.8028138312256),169,AtRecreation,BecomingHungry,PrepareToSleep,153.0,1795.685106775732,100,Stable,16,490.6990795746726
1183081,2022-03-05T01:30:00Z,POINT (-220.64936668214298 3887.1214103902407),881,AtRecreation,BecomingHungry,PrepareToSleep,1731.0,1330.9265590854868,1117,Stable,20,760.2271687641955
1225926,2022-03-05T05:10:00Z,POINT (-1989.2311891796662 3368.3525641426804),820,AtRestaurant,Starving,Awake,672.0,1925.5393401649176,120,Stable,12,577.1284121893823
1227733,2022-03-05T05:20:00Z,POINT (-3175.011242378351 7179.639548593969),671,AtRestaurant,Hungry,Awake,1564.0,968.4559193641412,338,Stable,12,290.3851403055264
1227745,2022-03-05T05:20:00Z,POINT (-3202.14830454338 6489.890949887286),683,AtRecreation,JustAte,Awake,1722.0,3743.3592368444206,275,Stable,12,1012.773651238816
1228624,2022-03-05T05:25:00Z,POINT (-3145.955228324531 6684.954429839572),580,AtRestaurant,Starving,Awake,,2359.613789380398,699,Unstable,20,0.0
1230533,2022-03-05T05:35:00Z,POINT (-3993.743250608411 6686.16908516562),534,AtRestaurant,Starving,Awake,1531.0,2381.163447139877,195,Stable,12,781.9284749220262
1230620,2022-03-05T05:35:00Z,POINT (-4131.10642160395 7227.341690943552),632,AtRestaurant,Starving,Awake,1602.0,1586.759195910073,131,Stable,12,604.0106677240069
1230935,2022-03-05T05:35:00Z,POINT (506.8767485399668 1613.606677862906),965,AtRestaurant,Starving,Awake,265.0,2068.47837850534,463,Stable,12,438.5420546431761
1231428,2022-03-05T05:40:00Z,POINT (-3806.3055594330344 6366.613587669368),454,AtRecreation,JustAte,Awake,1181.0,2697.908271706766,39,Stable,12,916.2417882455544
1232165,2022-03-05T05:45:00Z,POINT (490.36920711131506 1617.9022723689552),211,AtRestaurant,Starving,Awake,252.0,3146.396270976426,1082,Stable,12,1261.9311335206237
1232772,2022-03-05T05:45:00Z,POINT (-3915.6755390835815 5487.869571811915),846,AtRestaurant,Starving,Awake,,2364.5470705812286,797,Unstable,12,0.0
1232823,2022-03-05T05:45:00Z,POINT (-1988.7080603167435 3355.7581489833647),903,AtRestaurant,Starving,Awake,564.0,1459.8863713268393,200,Stable,12,477.57847741851134
1232865,2022-03-05T05:45:00Z,POINT (483.6915583937926 1624.0901162234659),947,AtRestaurant,Starving,Awake,155.0,1654.2421031682538,404,Stable,12,367.80552285213344
1233082,2022-03-05T05:50:00Z,POINT (406.03337253930476 1200.4804983974382),154,AtRestaurant,Starving,Awake,,2540.592134872009,473,Unstable,20,0.0
1233717,2022-03-05T05:50:00Z,POINT (-3933.2514346273665 5487.292575866803),816,AtRestaurant,Starving,Awake,,2253.095932844092,211,Unstable,12,0.0
1233736,2022-03-05T05:50:00Z,POINT (-1687.6032492043742 3856.5393856375076),836,AtRecreation,JustAte,Awake,678.0,943.8721840775696,290,Stable,12,244.6891177344548
1233876,2022-03-05T05:50:00Z,POINT (-2001.0771252205402 3359.1668178732493),985,AtRestaurant,Starving,Awake,531.0,1659.45889763911,107,Stable,12,358.30893120200955
1233899,2022-03-05T05:50:00Z,POINT (-1984.4840259825849 3364.711565697261),1008,AtRestaurant,Starving,Awake,525.0,3221.719468647857,55,Stable,12,715.720258956662
1234116,2022-03-05T05:55:00Z,POINT (504.4432558417916 1615.999934010236),216,AtRestaurant,Starving,Awake,252.0,2363.1910433349394,964,Stable,12,749.2753146062474
1234314,2022-03-05T05:55:00Z,POINT (1410.675298832694 3999.9982789070255),420,AtRestaurant,Starving,Awake,231.0,2189.9676867289227,1243,Stable,12,587.2164439788052
1234352,2022-03-05T05:55:00Z,POINT (-3185.8566248010816 7166.339428749458),458,AtRestaurant,Starving,Awake,1496.0,1932.5714177992163,747,Stable,12,544.0219352311386
1234394,2022-03-05T05:55:00Z,POINT (-828.4813335477576 4485.991147074457),500,AtRestaurant,Starving,Awake,988.0,2128.112382265664,1245,Stable,12,556.1682725903526
1234498,2022-03-05T05:55:00Z,POINT (-1519.6169544972342 3823.8100233979812),614,AtRecreation,JustAte,Awake,777.0,999.5101876466474,1050,Stable,12,330.0057285800885
1234508,2022-03-05T05:55:00Z,POINT (-4117.252852131703 7224.532553982416),625,AtRestaurant,Hungry,Awake,1490.0,1045.5043879500902,966,Stable,16,234.2964821808501
1234663,2022-03-05T05:55:00Z,POINT (759.554977753431 947.0276541601992),787,AtRecreation,JustAte,Awake,124.0,1059.3142778106278,475,Stable,12,269.1765377487771
1234726,2022-03-05T05:55:00Z,POINT (-3938.546793817715 5504.082528077372),859,AtRestaurant,Starving,Awake,,2784.936987070542,975,Unstable,20,0.0
1235471,2022-03-05T06:00:00Z,POINT (-3935.2756523840144 5498.103979771623),616,AtRestaurant,Starving,Awake,1700.0,800.3545959597157,897,Stable,16,204.5948207910249
1235711,2022-03-05T06:00:00Z,POINT (-4125.994174208266 7234.808298230317),876,AtRestaurant,Starving,Awake,,2451.082422894477,93,Unstable,12,0.0
1235961,2022-03-05T06:05:00Z,POINT (-1992.2914000580404 3383.705379848758),118,AtRestaurant,Starving,Awake,794.0,3249.19519209496,1174,Stable,12,1425.466611184993
1235978,2022-03-05T06:05:00Z,POINT (483.0123467205971 1632.6562184997701),136,AtRestaurant,Starving,Awake,312.0,3907.578752380469,320,Stable,16,1276.2449409828932
1236108,2022-03-05T06:05:00Z,POINT (-4134.478696409841 7227.05458870118),268,AtRestaurant,Starving,Awake,1664.0,1904.362462406614,748,Stable,12,630.5829524372565
1236176,2022-03-05T06:05:00Z,POINT (-3928.7280899816715 5502.402506239916),337,AtRestaurant,Starving,Awake,1486.0,3907.967238853245,781,Stable,12,1280.976767810061
1236477,2022-03-05T06:05:00Z,POINT (-3931.6995138511497 5488.750126241544),655,AtRestaurant,Starving,Awake,,2842.375720899862,1325,Unstable,16,0.0
1236704,2022-03-05T06:05:00Z,POINT (-3146.5662569944034 6661.253316615852),902,AtRestaurant,Starving,Awake,,2487.953444193751,196,Unstable,12,0.0
1236810,2022-03-05T06:05:00Z,POINT (-1688.247375333121 3858.9352105582825),1010,AtRecreation,JustAte,Awake,597.0,1676.968459285093,143,Stable,12,353.3572738946563
1237172,2022-03-05T06:10:00Z,POINT (-3189.3504563344804 7164.475796825678),366,AtRestaurant,Starving,Awake,1637.0,1597.2648999032815,788,Stable,12,501.90574916091145
1237456,2022-03-05T06:10:00Z,POINT (-3527.732926001832 4805.110745159922),668,AtRestaurant,Starving,Awake,,2436.359788258458,845,Unstable,16,0.0
1237458,2022-03-05T06:10:00Z,POINT (-3788.2451530357303 6379.952921765129),671,AtRecreation,JustAte,Awake,1564.0,964.1036246428716,338,Stable,12,290.3851403055264
1237544,2022-03-05T06:10:00Z,POINT (-3187.7743608846713 7171.063134126429),757,AtRestaurant,Hungry,Awake,,2578.628690589112,1168,Unstable,20,0.0
1237607,2022-03-05T06:10:00Z,POINT (-3168.3730783220312 7159.473452065554),827,AtRestaurant,Starving,Awake,,2545.42282125443,1143,Unstable,20,0.0
1237685,2022-03-05T06:10:00Z,POINT (-4006.788520417188 6676.75716048738),919,AtRestaurant,Starving,Awake,,2498.384648549961,615,Unstable,12,0.0
1237728,2022-03-05T06:10:00Z,POINT (486.5870184814419 1618.0987642142618),963,AtRestaurant,Starving,Awake,265.0,1864.5517240492895,486,Stable,12,414.5605513088384
1237900,2022-03-05T06:15:00Z,POINT (-3926.366741020065 5484.343892632026),124,AtRestaurant,Starving,Awake,1733.0,4443.445109604096,461,Stable,12,1868.226424860065
1238140,2022-03-05T06:15:00Z,POINT (-4141.095637967288 7242.439533437529),369,AtRestaurant,Starving,Awake,1617.0,1255.2670334900483,724,Stable,12,449.3093064550556
1238391,2022-03-05T06:15:00Z,POINT (-2003.5865464258038 3362.9726603737035),636,AtRestaurant,Starving,Awake,735.0,1319.093809585877,1274,Stable,12,361.34451772345176
1238419,2022-03-05T06:15:00Z,POINT (-1703.8326357655837 3856.7611423703365),666,AtRecreation,JustAte,Awake,461.0,2214.3025018871936,1317,Stable,12,663.1994414779383
1238527,2022-03-05T06:15:00Z,POINT (-3192.5585001878303 7164.2951231365105),780,AtRestaurant,Starving,Awake,,2229.596392922968,797,Unstable,16,0.0
1238546,2022-03-05T06:15:00Z,POINT (-4121.9482335332395 7224.495241376139),802,AtRestaurant,Starving,Awake,,2186.584760649197,572,Unstable,16,0.0
1238568,2022-03-05T06:15:00Z,POINT (-4123.8778470160505 7226.167859798285),825,AtRestaurant,Starving,Awake,,2310.389248624884,337,Unstable,20,0.0
1238606,2022-03-05T06:15:00Z,POINT (-1699.3041364273622 3858.8637681310074),871,AtRecreation,JustAte,Awake,726.0,3174.8872401535973,174,Stable,12,810.5849169228503
1238639,2022-03-05T06:15:00Z,POINT (-3190.6200380014284 7160.636291316489),911,AtRestaurant,Starving,Awake,,2629.525810049371,230,Unstable,12,0.0
1239128,2022-03-05T06:20:00Z,POINT (-514.9730265351476 6302.6085603799775),399,AtRestaurant,Starving,Awake,1105.0,1285.44945655682,793,Stable,12,440.4185737214247
1239135,2022-03-05T06:20:00Z,POINT (-1996.8439144959864 3369.259652808771),406,AtRestaurant,Starving,Awake,,2408.3469304590303,1085,Unstable,20,0.0
1239257,2022-03-05T06:20:00Z,POINT (-3783.9710581845343 6363.144044815671),529,AtRecreation,JustAte,Awake,923.0,2438.8616596783945,812,Stable,16,871.3107832465167
1239262,2022-03-05T06:20:00Z,POINT (-3200.5478584972084 6501.830062097351),534,AtRecreation,JustAte,Awake,1531.0,2376.08068301977,195,Stable,12,781.9284749220262
1239354,2022-03-05T06:20:00Z,POINT (620.680062663698 2007.3152493661041),638,AtRestaurant,Starving,Awake,104.0,1340.6797508433644,1095,Stable,12,354.0524698192939
1239511,2022-03-05T06:20:00Z,POINT (-3994.729528889599 6677.324546190296),808,AtRestaurant,Starving,Awake,,2706.914434025215,337,Unstable,20,0.0
1239521,2022-03-05T06:20:00Z,POINT (-1614.9461757330487 3886.5763096347487),819,AtRestaurant,Starving,Awake,576.0,1984.1589271270589,85,Stable,12,670.6208800942219
1239536,2022-03-05T06:20:00Z,POINT (502.1656670615096 1627.235558437976),837,AtRestaurant,Starving,Awake,221.0,1065.4007945239505,446,Stable,12,259.1413495579594
1239538,2022-03-05T06:20:00Z,POINT (-4125.544409874092 7243.94579983355),839,AtRestaurant,Hungry,Awake,,2194.0254610165475,572,Unstable,20,0.0
1239620,2022-03-05T06:20:00Z,POINT (-3190.980215869599 7156.451911398994),937,AtRestaurant,Starving,Awake,1436.0,2328.430885280579,550,Stable,12,627.0200857340219
1239694,2022-03-05T06:25:00Z,POINT (-3139.4024882305753 6675.264425844764),0,AtRestaurant,Starving,Awake,926.0,2822.6819210989524,254,Stable,12,1260.001033515363
1239835,2022-03-05T06:25:00Z,POINT (503.33888794203136 1617.4742919273597),142,AtRestaurant,Hungry,Awake,,2785.826193941715,299,Unstable,20,0.0
1239929,2022-03-05T06:25:00Z,POINT (704.694964208158 4392.817938313402),237,AtRestaurant,Starving,Awake,159.0,4621.191163848991,626,Stable,12,1577.8021389736618
1240106,2022-03-05T06:25:00Z,POINT (-1996.1428643069435 3379.947092607828),421,AtRestaurant,Hungry,Awake,802.0,2632.600175614561,366,Stable,16,854.2998574802948
1240201,2022-03-05T06:25:00Z,POINT (-3124.665953017037 6682.987755082331),517,AtRestaurant,Starving,Awake,1104.0,1020.5062716722094,1005,Stable,16,317.1070209960997
1240252,2022-03-05T06:25:00Z,POINT (-3136.2447013301958 6658.049856779291),572,AtRestaurant,Starving,Awake,,2413.603165892825,909,Unstable,20,0.0
1240305,2022-03-05T06:25:00Z,POINT (-3902.8864051601977 5958.653041491393),632,AtRecreation,JustAte,Awake,1602.0,1580.8441611472977,131,Stable,12,604.0106677240069
1240328,2022-03-05T06:25:00Z,POINT (-1174.1810645070038 5860.871202708931),657,AtRestaurant,Starving,Awake,,2629.594937752987,770,Unstable,20,0.0
1240348,2022-03-05T06:25:00Z,POINT (-4121.31356182826 7225.727217315026),680,AtRestaurant,Hungry,Awake,1541.0,1486.573632851182,310,Stable,12,335.430175876957
1240377,2022-03-05T06:25:00Z,POINT (-3221.4727377696736 6480.495853544812),709,AtRecreation,JustAte,Awake,1585.0,1801.613586049073,42,Stable,12,441.0545464235415
1240427,2022-03-05T06:25:00Z,POINT (-3915.848665505702 5496.750039529245),762,AtRestaurant,Starving,Awake,,2350.738614247456,1125,Unstable,20,0.0
1240487,2022-03-05T06:25:00Z,POINT (-828.6771476964227 4491.520126940677),833,AtRestaurant,Starving,Awake,552.0,1065.039940573925,236,Stable,12,260.5735934232293
1240513,2022-03-05T06:25:00Z,POINT (-1595.2141852316756 3871.6008317215114),865,AtRecreation,JustAte,Awake,605.0,1071.412687222244,197,Stable,12,255.9253258124511
1240651,2022-03-05T06:30:00Z,POINT (-1185.2723687727675 5840.584762787694),3,AtRestaurant,Starving,Awake,1243.0,2245.017416551196,316,Stable,12,926.164210581891
1240828,2022-03-05T06:30:00Z,POINT (-235.76311929723147 3868.973965237904),183,AtRecreation,BecameFull,Awake,30.0,3874.8778572960496,1217,Stable,12,1618.1641252216486
1240841,2022-03-05T06:30:00Z,POINT (417.1409994149922 1197.7100840059954),196,AtRestaurant,Starving,Awake,216.0,1549.453933342604,351,Stable,16,381.602989822528
1240878,2022-03-05T06:30:00Z,POINT (487.32474053514466 1611.5625904669143),233,AtRestaurant,Starving,Awake,75.0,4704.342484409886,998,Stable,12,1607.4026647727617
